ID,Location
1;10
2;10
3;2
4;10
5;10
6;10
7;9
8;2
9;2
10;2
11;9
12;9
13;9
14;9
15;9
16;9
17;9
18;10
19;10
20;10
21;10
22;9
23;9
24;9
25;9
26;9
27;9
28;9
29;9
30;9
31;9
32;9
33;10
34;10
35;10
36;10
37;10
38;4
39;4
40;4
41;10
42;4
43;10
44;10
45;4
91;3
46;10
47;4
48;10
49;10
50;4
51;4
52;4
53;4
54;4
55;10
56;10
57;4
58;10
59;10
60;10
61;4
62;4
63;4
64;4
65;4
66;4
67;3
68;3
69;3
70;4
71;3
72;3
73;3
74;3
75;3
89;3
90;3
76;3
77;3
78;3
79;4
80;3
81;3
82;4
83;4
84;10
85;3
86;3
87;3
88;3
92;10
93;3
94;3
95;4
96;3
97;3
98;3
99;3
100;3
101;2
102;2
103;2
104;2
105;3
138;1
106;3
107;3
108;3
109;3
110;3
111;3
112;3
113;3
114;2
115;2
116;2
117;2
118;2
119;2
120;2
121;2
137;1
139;1
122;2
123;2
124;2
125;1
126;2
127;2
128;2
129;2
130;1
131;1
132;2
133;1
134;1
135;1
136;1
140;1
141;1
142;1
143;1
144;2
145;1
146;1
147;1
148;1
149;1
150;2
151;2
152;1
153;9
154;9
155;9
156;1
157;9
158;1
159;9
160;1
161;1
162;1
163;1
164;1
165;1
166;1
167;9
168;9
169;9
170;1
171;1
172;1
173;1
174;1
175;1
176;1
177;1
178;1
179;1
180;1
181;1
182;1
183;1
184;1
185;1
186;1
187;1
188;1
189;1
190;1
191;1
192;1
193;1
194;1
195;1
196;1
197;1
198;1
199;9
200;9
201;9
202;9
203;9
204;9
205;9
206;9
207;9
208;9
209;9
210;9
211;1
212;1
213;9
214;9
250;8
215;9
216;9
217;1
218;9
219;9
220;9
221;9
222;9
223;9
224;9
225;9
226;9
227;9
228;8
229;8
230;8
231;8
251;7
232;8
233;9
234;9
235;9
236;8
237;7
238;8
239;8
240;8
241;8
242;7
243;8
244;8
245;8
246;8
247;8
248;8
249;8
252;8
253;7
254;7
255;6
256;6
257;6
258;7
259;7
260;7
261;7
262;7
263;7
264;7
265;7
266;6
267;7
268;7
269;7
270;7
271;6
272;6
273;6
274;7
275;8
276;7
277;7
278;6
279;6
280;6
281;6
282;6
283;6
284;6
285;6
286;6
287;6
288;5
289;6
306;6
290;6
291;6
292;6
293;7
294;6
295;5
296;5
297;6
298;5
299;6
300;6
301;6
302;6
303;6
304;6
305;6
307;6
308;6
309;8
310;8
311;8
312;5
313;10
314;10
315;10
316;5
317;5
318;5
319;5
320;5
321;8
322;5
323;10
324;8
325;10
366;10
326;10
327;8
328;8
329;8
330;8
331;8
332;8
333;8
334;8
335;8
336;8
337;8
338;8
339;5
340;5
341;6
342;8
343;5
344;5
345;8
346;8
347;8
348;5
349;5
350;5
351;5
352;5
353;5
354;5
355;10
356;10
357;10
358;10
359;10
360;10
361;10
362;10
363;10
364;10
365;10
367;10
368;10
369;10
370;10
371;10
372;10
373;10
374;10
375;10
376;10
377;10
378;10
379;10
380;10
381;10
382;10
383;10
384;10
385;10
386;10
387;8
388;8
389;10
390;10
391;5
392;10
393;5
394;10
395;10
396;10
397;10
398;4
399;5
400;4
401;5
402;4
403;5
404;4
405;5
406;5
407;5
408;5
409;5
410;5
411;5
412;5
413;5
414;5
415;5
416;5
417;5
418;5
419;5
420;5
421;5
422;5
423;5
424;5
425;5
426;5
427;5
428;5
429;5
430;5
431;5
432;5
433;5
434;2
435;2
436;2
437;2
438;2
439;2
440;2
441;2
442;2
443;2
444;2
445;2
446;2
447;2
448;2
449;2
450;2
451;2
452;2
453;2
454;2
455;2
456;2
457;4
458;4
459;4
460;4
461;4
462;4
463;4
464;4
465;4
466;4
467;4
468;4
469;4
470;4
471;5
472;5
473;4
474;4
475;4
476;4
477;4
478;4
479;4
480;4
481;4
482;4
483;4
484;4
485;4
486;4
487;4
488;4
489;3
497;3
490;3
491;4
492;4
493;4
494;4
495;3
496;3
498;3
499;3
500;3
501;2
502;2
503;3
504;3
505;3
506;3
507;3
508;3
509;3
510;3
511;3
512;3
879;8
885;7
875;8
876;8
877;9
878;8
880;8
881;8
882;8
883;8
884;8
886;7
887;7
888;7
889;7
890;7
891;8
892;7
1010;6
1011;6
1012;7
1013;7
1014;6
1015;6
1016;7
1017;7
1018;7
1019;6
1020;6
1021;6
1022;6
1023;6
1024;6
1025;6
1026;6
1027;6
1028;6
1029;6
1030;6
1031;6
1032;6
1033;6
1034;6
1035;6
1036;7
1037;7
1038;7
1039;7
1040;7
1041;7
1042;6
1043;6
